Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2025-09-18 09:15:52,"Comp training ",42m,"Ball Toss",1,4.0,285.0,0,0.0,"",,
2025-09-18 09:15:52,"Comp training ",42m,"Ball Toss",2,4.0,305.0,0,0.0,,,
2025-09-18 09:15:52,"Comp training ",42m,"Ball Toss",3,4.0,242.0,0,0.0,,,
2025-09-18 09:15:52,"Comp training ",42m,"Goblet Squat (Kettlebell)",1,35.0,60.0,0,0.0,"",,
2025-09-18 09:15:52,"Comp training ",42m,"Broad Jump ",1,29.0,55.0,0,0.0,"",,
2025-09-18 09:15:52,"Comp training ",42m,"Rowing (Machine)",1,0,0.0,500.0,138.0,"",,
2025-09-18 09:15:52,"Comp training ",42m,"Running",1,0,0.0,300.0,100.0,"",,
2025-09-18 09:15:52,"Comp training ",42m,"Ball Slams",1,10.0,49.0,0,0.0,"",,
2025-09-18 09:15:52,"Comp training ",42m,"Jump Rope",1,0,105.0,0,0.0,"",,
2025-09-21 15:47:20,"Competition Day",12m,"Rowing (Machine)",1,0,0.0,500.0,129.0,"","",
2025-09-21 15:47:20,"Competition Day",12m,"Broad Jump ",1,29.0,49.0,0,0.0,"",,
2025-09-21 15:47:20,"Competition Day",12m,"Bench Press (Barbell)",1,50.0,50.0,0,0.0,"",,
2025-09-21 15:47:20,"Competition Day",12m,"Ball Toss",1,4.0,282.0,0,0.0,"",,
2025-09-21 15:47:20,"Competition Day",12m,"Goblet Squat (Kettlebell)",1,35.0,76.0,0,0.0,"",,
2025-09-21 15:47:20,"Competition Day",12m,"Jump Rope",1,0,140.0,0,0.0,"",,
2025-09-21 15:47:20,"Competition Day",12m,"Ball Slams",1,10.0,42.0,0,0.0,"",,
2025-09-21 15:47:20,"Competition Day",12m,"Running",1,0,0.0,300.0,88.0,"",,
